Provincia,Comune,DataEN,Parametro,Risultato,LAT_WGS84,LON_WGS84,Matrice
GO,Savogna d'Isonzo,09/17/2009 12:00:00 AM,pH,8.2,45.88979,13.58755,RW-Corsi dacqua
GO,Savogna d'Isonzo,01/09/2013 12:00:00 AM,Fosfati,0.0919,45.88979,13.58755,RW-Corsi dacqua
PN,Sequals,04/10/2017 12:00:00 AM,pH,8.5,46.15701,12.86359,RW-Corsi dacqua
UD,Nimis,02/16/2011 12:00:00 AM,Fosfati,0.038,46.19579,13.27264,RW-Corsi dacqua
UD,Nimis,11/16/2016 12:00:00 AM,pH,8.4,46.19579,13.27264,RW-Corsi dacqua
UD,Trasaghis,06/17/2014 12:00:00 AM,Conducibilità elettrica a 20°C,418,46.28569,13.09694,RW-Corsi dacqua
UD,Villa Santina,02/18/2009 12:00:00 AM,Conducibilità elettrica a 20°C,740,46.41481,12.90662,RW-Corsi dacqua
PN,Pordenone,05/08/2018 12:00:00 AM,pH,7.8,45.95444,12.67748,RW-Corsi dacqua
UD,Porpetto,11/04/2009 12:00:00 AM,Conducibilità elettrica a 20°C,604,45.86092,13.22018,RW-Corsi dacqua
PN,San Martino al Tagliamento,01/17/2011 12:00:00 AM,Conducibilità elettrica a 20°C,219,46.02204,12.85483,RW-Corsi dacqua
PN,Pasiano di Pordenone,10/17/2017 12:00:00 AM,pH,8.1,45.83923,12.62112,RW-Corsi dacqua
UD,Cervignano del Friuli,08/05/2016 12:00:00 AM,pH,7.8,45.83021,13.3404,RW-Corsi dacqua
UD,Paluzza,03/25/2013 12:00:00 AM,Fosfati,0.05,46.5855,12.9958,RW-Corsi dacqua
UD,Resia,12/01/2011 12:00:00 AM,Temperatura acqua,6.1,46.34848,13.38999,RW-Corsi dacqua
UD,Cavazzo Carnico,11/23/2015 12:00:00 AM,pH,8.4,46.37348,13.05836,RW-Corsi dacqua
UD,Resia,12/01/2011 12:00:00 AM,pH,8.3,46.36837,13.29485,RW-Corsi dacqua
UD,Pontebba,08/06/2015 12:00:00 AM,Conducibilità elettrica a 20°C,505,46.51494,13.28872,RW-Corsi dacqua
UD,Lauco,10/03/2017 12:00:00 AM,Fosfati,0.05,46.44893,12.94969,RW-Corsi dacqua
PN,Zoppola,01/24/2012 12:00:00 AM,Fosfati,0.2,45.97118,12.81681,RW-Corsi dacqua
UD,Villa Santina,04/30/2008 12:00:00 AM,Conducibilità elettrica a 20°C,785,46.41481,12.90662,RW-Corsi dacqua
UD,Resiutta,10/16/2014 12:00:00 AM,Conducibilità elettrica a 20°C,308,46.39827,13.20077,RW-Corsi dacqua
GO,Cormons,06/05/2013 12:00:00 AM,pH,8,45.9804,13.47182,RW-Corsi dacqua
UD,Ragogna,03/17/2016 12:00:00 AM,pH,8.5,46.17663,13.00322,LW-Laghi e invasi
UD,Forni Avoltri,09/29/2014 12:00:00 AM,Fosfati,0.05,46.60623,12.77878,RW-Corsi dacqua
UD,Ampezzo,07/07/2010 12:00:00 AM,Conducibilità elettrica a 20°C,439,46.37383,12.77979,RW-Corsi dacqua
UD,Magnano in Riviera,01/12/2012 12:00:00 AM,pH,7.7,46.19967,13.17928,RW-Corsi dacqua
GO,Gorizia,09/11/2009 12:00:00 AM,Temperatura acqua,15,45.95484,13.612,RW-Corsi dacqua
UD,Buja,06/21/2012 12:00:00 AM,pH,7.8,46.22818,13.10884,RW-Corsi dacqua
UD,Forni Avoltri,04/22/2013 12:00:00 AM,Temperatura acqua,5.9,46.58509,12.77392,RW-Corsi dacqua
UD,Codroipo,09/07/2017 12:00:00 AM,pH,8.3,45.99966,13.02479,RW-Corsi dacqua
TS,Muggia,03/01/2010 12:00:00 AM,pH,8.3,45.58752,13.81634,RW-Corsi dacqua
UD,Cavazzo Carnico,10/04/2017 12:00:00 AM,Fosfati,0.05,46.34395,13.07128,RW-Corsi dacqua
UD,Venzone,01/08/2013 12:00:00 AM,Temperatura acqua,6.8,46.3349,13.14581,RW-Corsi dacqua
UD,Carlino,12/16/2010 12:00:00 AM,Conducibilità elettrica a 20°C,531,45.80499,13.19179,RW-Corsi dacqua
UD,Trasaghis,11/23/2017 12:00:00 AM,pH,8,46.33162,13.0775,LW-Laghi e invasi
TS,San Dorligo della Valle - Dolina,12/02/2013 12:00:00 AM,pH,7.9,45.61085,13.8568,RW-Corsi dacqua
PN,Azzano Decimo,12/19/2018 12:00:00 AM,Conducibilità elettrica a 20°C,452,45.87163,12.71642,RW-Corsi dacqua
TS,Duino-Aurisina,10/01/2008 12:00:00 AM,pH,7.6,45.78741,13.59086,RW-Corsi dacqua
GO,Gorizia,08/25/2020 12:00:00 AM,Temperatura acqua,19.1,45.95338,13.60917,RW-Corsi dacqua
PN,Erto e Casso,03/24/2011 12:00:00 AM,Conducibilità elettrica a 20°C,203,46.26104,12.36547,RW-Corsi dacqua
GO,Villesse,02/10/2015 12:00:00 AM,Fosfati,0.05,45.86493,13.46203,RW-Corsi dacqua
UD,Buja,04/17/2013 12:00:00 AM,Temperatura acqua,11.7,46.22818,13.10884,RW-Corsi dacqua
UD,Ragogna,05/20/2010 12:00:00 AM,Temperatura acqua,11.9,46.17658,12.95722,RW-Corsi dacqua
UD,Raveo,11/11/2019 12:00:00 AM,Fosfati,0.05,46.43056,12.86038,RW-Corsi dacqua
TS,Duino-Aurisina,03/16/2009 12:00:00 AM,Temperatura acqua,11.2,45.78741,13.59086,RW-Corsi dacqua
UD,Cavazzo Carnico,09/20/2007 12:00:00 AM,pH,8.5,46.37348,13.05836,RW-Corsi dacqua
UD,San Giovanni al Natisone,03/14/2011 12:00:00 AM,Conducibilità elettrica a 20°C,229,45.97011,13.43848,RW-Corsi dacqua
GO,Gradisca d'Isonzo,02/06/2013 12:00:00 AM,Fosfati,0.0490,45.88164,13.49833,RW-Corsi dacqua
UD,Fiumicello,06/07/2016 12:00:00 AM,pH,8.2,45.80293,13.43118,RW-Corsi dacqua
UD,Forni Avoltri,05/25/2010 12:00:00 AM,Temperatura acqua,10.5,46.59172,12.77511,RW-Corsi dacqua
PN,Casarsa della Delizia,01/26/2017 12:00:00 AM,pH,7.9,45.94685,12.82307,RW-Corsi dacqua
UD,Fiumicello,09/18/2018 12:00:00 AM,pH,7.9,45.77284,13.40296,RW-Corsi dacqua
PN,Cordovado,07/01/2014 12:00:00 AM,Temperatura acqua,19.6,45.8346,12.88365,RW-Corsi dacqua
UD,Amaro,07/22/2013 12:00:00 AM,Conducibilità elettrica a 20°C,329,46.37781,13.12225,RW-Corsi dacqua
UD,Faedis,10/21/2013 12:00:00 AM,pH,7.9,46.12994,13.38265,RW-Corsi dacqua
UD,Paularo,08/18/2009 12:00:00 AM,Fosfati,0.180,46.51699,13.12557,RW-Corsi dacqua
UD,Gemona del Friuli,10/12/2011 12:00:00 AM,pH,8,46.24736,13.12549,RW-Corsi dacqua
PN,Clauzetto,04/27/2011 12:00:00 AM,Conducibilità elettrica a 20°C,321,46.2153,12.89639,RW-Corsi dacqua
PN,Sesto al Reghena,06/23/2015 12:00:00 AM,Temperatura acqua,16,45.84996,12.86262,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,08/26/2013 12:00:00 AM,Fosfati,0.0735,45.61509,13.88149,RW-Corsi dacqua
UD,Latisana,04/08/2008 12:00:00 AM,pH,8.1,45.77247,12.99656,RW-Corsi dacqua
TS,Duino-Aurisina,06/04/2013 12:00:00 AM,Fosfati,0.0613,45.78741,13.59086,RW-Corsi dacqua
PN,San Vito al Tagliamento,01/17/2011 12:00:00 AM,Conducibilità elettrica a 20°C,494,45.91607,12.84374,RW-Corsi dacqua
UD,Prato Carnico,03/25/2019 12:00:00 AM,Fosfati,0.05,46.51117,12.68211,RW-Corsi dacqua
TS,Muggia,09/18/2013 12:00:00 AM,Fosfati,0.2390,45.58752,13.81634,RW-Corsi dacqua
UD,San Daniele del Friuli,06/13/2007 12:00:00 AM,pH,7.9,46.2099,13.02744,RW-Corsi dacqua
UD,Villa Santina,03/27/2014 12:00:00 AM,pH,8.1,46.41481,12.90662,RW-Corsi dacqua
UD,Cavazzo Carnico,07/24/2008 12:00:00 AM,Temperatura acqua,13.7,46.37348,13.05836,RW-Corsi dacqua
PN,Maniago,03/18/2014 12:00:00 AM,Temperatura acqua,11.6,46.17868,12.71005,RW-Corsi dacqua
UD,Malborghetto Valbruna,02/02/2017 12:00:00 AM,pH,8.1,46.50819,13.4605,RW-Corsi dacqua
PN,Montereale Valcellina,03/09/2017 12:00:00 AM,pH,8,46.16759,12.65087,LW-Laghi e invasi
UD,Porpetto,07/25/2019 12:00:00 AM,pH,7.8,45.86092,13.22018,RW-Corsi dacqua
PN,Frisanco,06/03/2013 12:00:00 AM,pH,8.1,46.26188,12.69275,LW-Laghi e invasi
PN,Cordenons,12/05/2016 12:00:00 AM,Fosfati,0.05,45.97152,12.72579,RW-Corsi dacqua
PN,Azzano Decimo,08/25/2009 12:00:00 AM,pH,8.1,45.87169,12.68966,RW-Corsi dacqua
UD,Cercivento,11/28/2011 12:00:00 AM,Temperatura acqua,3.5,46.52933,12.9629,RW-Corsi dacqua
UD,Terzo d'Aquileia,04/28/2010 12:00:00 AM,Fosfati,0.035,45.79757,13.3517,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,04/01/2009 12:00:00 AM,Fosfati,0.031,45.61085,13.8568,RW-Corsi dacqua
UD,Paluzza,04/13/2011 12:00:00 AM,Fosfati,0.015,46.59126,12.95782,RW-Corsi dacqua
PN,Zoppola,04/07/2011 12:00:00 AM,Fosfati,0.2,45.97044,12.73218,RW-Corsi dacqua
UD,Carlino,08/25/2008 12:00:00 AM,pH,8,45.80499,13.19179,RW-Corsi dacqua
TS,Muggia,12/21/2009 12:00:00 AM,Conducibilità elettrica a 20°C,620,45.58752,13.81634,RW-Corsi dacqua
UD,Tarvisio,07/31/2012 12:00:00 AM,pH,8,46.48161,13.67274,LW-Laghi e invasi
PN,Azzano Decimo,09/24/2013 12:00:00 AM,Temperatura acqua,17.2,45.87841,12.72266,RW-Corsi dacqua
UD,Tarcento,01/17/2011 12:00:00 AM,Fosfati,0.015,46.20229,13.22927,RW-Corsi dacqua
UD,Carlino,10/08/2008 12:00:00 AM,Temperatura acqua,14.6,45.80499,13.19179,RW-Corsi dacqua
UD,Cervignano del Friuli,08/26/2009 12:00:00 AM,Conducibilità elettrica a 20°C,492,45.82813,13.30712,RW-Corsi dacqua
UD,Pulfero,07/06/2018 12:00:00 AM,pH,8.4,46.20189,13.46946,RW-Corsi dacqua
UD,Carlino,09/18/2006 12:00:00 AM,Fosfati,0.123,45.80499,13.19179,RW-Corsi dacqua
UD,Tarvisio,06/19/2013 12:00:00 AM,Temperatura acqua,18.6,46.48161,13.67274,LW-Laghi e invasi
UD,Precenicco,07/09/2012 12:00:00 AM,Conducibilità elettrica a 20°C,518,45.78316,13.07991,RW-Corsi dacqua
UD,Savogna,05/04/2011 12:00:00 AM,Fosfati,0.015,46.1601,13.5375,RW-Corsi dacqua
PN,Morsano al Tagliamento,08/01/2018 12:00:00 AM,pH,8.1,45.87881,12.96208,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,06/24/2014 12:00:00 AM,Temperatura acqua,15,45.61509,13.88149,RW-Corsi dacqua
UD,Artegna,10/22/2012 12:00:00 AM,Fosfati,0.091,46.23492,13.12354,RW-Corsi dacqua
UD,Cavazzo Carnico,10/01/2013 12:00:00 AM,Temperatura acqua,13.8,46.37348,13.05836,RW-Corsi dacqua
PN,Azzano Decimo,09/22/2009 12:00:00 AM,Conducibilità elettrica a 20°C,442,45.82945,12.67557,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,10/16/2006 12:00:00 AM,pH,8.1,45.61085,13.8568,RW-Corsi dacqua
PN,Prata di Pordenone,05/19/2015 12:00:00 AM,Fosfati,0.107,45.84299,12.55745,RW-Corsi dacqua
UD,Fiumicello,01/11/2012 12:00:00 AM,Temperatura acqua,6,45.80293,13.43118,RW-Corsi dacqua
UD,Resiutta,03/16/2017 12:00:00 AM,pH,8.1,46.39827,13.20077,RW-Corsi dacqua
UD,Cavazzo Carnico,07/24/2008 12:00:00 AM,Fosfati,0.061,46.37348,13.05836,RW-Corsi dacqua
UD,Codroipo,04/23/2015 12:00:00 AM,Fosfati,0.153,45.95625,12.98044,RW-Corsi dacqua
PN,San Vito al Tagliamento,06/23/2015 12:00:00 AM,Fosfati,0.57,45.90297,12.84996,RW-Corsi dacqua
PN,Vito d'Asio,07/20/2016 12:00:00 AM,Temperatura acqua,14.1,46.3188,12.93743,RW-Corsi dacqua
PN,Porcia,03/06/2017 12:00:00 AM,Temperatura acqua,12.5,45.96367,12.62737,RW-Corsi dacqua
UD,Forni Avoltri,11/11/2009 12:00:00 AM,Conducibilità elettrica a 20°C,137,46.61723,12.77942,RW-Corsi dacqua
PN,Montereale Valcellina,02/02/2015 12:00:00 AM,pH,8.3,46.1378,12.63053,RW-Corsi dacqua
PN,Cordenons,02/06/2018 12:00:00 AM,pH,8,45.97152,12.72579,RW-Corsi dacqua
UD,Ragogna,04/18/2018 12:00:00 AM,Temperatura acqua,9.4,46.17663,13.00322,LW-Laghi e invasi
UD,Trasaghis,04/12/2017 12:00:00 AM,Temperatura acqua,12.1,46.33162,13.0775,LW-Laghi e invasi
PN,Claut,06/29/2010 12:00:00 AM,Conducibilità elettrica a 20°C,191,46.27279,12.55146,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,02/22/2012 12:00:00 AM,Temperatura acqua,8.3,45.60726,13.82014,RW-Corsi dacqua
PN,Sesto al Reghena,12/11/2012 12:00:00 AM,pH,7.9,45.8651,12.86092,RW-Corsi dacqua
UD,Attimis,12/04/2018 12:00:00 AM,pH,8.4,46.1948,13.32126,RW-Corsi dacqua
UD,Mereto di Tomba,01/13/2015 12:00:00 AM,Conducibilità elettrica a 20°C,452,46.01656,13.02889,RW-Corsi dacqua
UD,Magnano in Riviera,09/23/2013 12:00:00 AM,pH,8,46.19967,13.17928,RW-Corsi dacqua
UD,Trasaghis,11/30/2020 12:00:00 AM,Conducibilità elettrica a 20°C,232,46.29948,13.04339,RW-Corsi dacqua
UD,Venzone,09/25/2017 12:00:00 AM,pH,8.4,46.3349,13.14581,RW-Corsi dacqua
PN,San Vito al Tagliamento,04/19/2018 12:00:00 AM,pH,7.7,45.92489,12.88389,RW-Corsi dacqua
UD,Udine,07/02/2015 12:00:00 AM,Temperatura acqua,17.6,46.07227,13.22547,RW-Corsi dacqua
TS,Duino-Aurisina,10/05/2011 12:00:00 AM,Fosfati,0.054,45.78741,13.59086,RW-Corsi dacqua
UD,Tarvisio,12/17/2018 12:00:00 AM,pH,8.2,46.46862,13.5701,RW-Corsi dacqua
UD,Ragogna,11/14/2018 12:00:00 AM,Temperatura acqua,14,46.17663,13.00322,LW-Laghi e invasi
GO,Medea,09/22/2011 12:00:00 AM,pH,8.2,45.92066,13.45524,RW-Corsi dacqua
PN,Chions,08/06/2018 12:00:00 AM,pH,8,45.85189,12.74504,RW-Corsi dacqua
PN,Barcis,11/24/2014 12:00:00 AM,Conducibilità elettrica a 20°C,200,46.18858,12.52984,RW-Corsi dacqua
UD,Povoletto,07/22/2010 12:00:00 AM,pH,8.6,46.17842,13.25956,RW-Corsi dacqua
UD,Tarcento,11/29/2011 12:00:00 AM,Fosfati,0.015,46.20229,13.22927,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,04/16/2014 12:00:00 AM,Conducibilità elettrica a 20°C,414,45.61085,13.8568,RW-Corsi dacqua
UD,Ampezzo,08/09/2010 12:00:00 AM,Fosfati,0.015,46.42834,12.7862,RW-Corsi dacqua
UD,Gemona del Friuli,02/20/2007 12:00:00 AM,pH,7.8,46.24736,13.12549,RW-Corsi dacqua
PN,Tramonti di Sopra,06/03/2013 12:00:00 AM,pH,8.2,46.24579,12.7472,LW-Laghi e invasi
UD,Paularo,09/24/2013 12:00:00 AM,Temperatura acqua,11.6,46.51699,13.12557,RW-Corsi dacqua
UD,Tarvisio,12/03/2013 12:00:00 AM,Temperatura acqua,4.3,46.52571,13.62897,RW-Corsi dacqua
UD,Cavazzo Carnico,12/11/2012 12:00:00 AM,Conducibilità elettrica a 20°C,563,46.37348,13.05836,RW-Corsi dacqua
UD,Bordano,06/28/2017 12:00:00 AM,pH,8.2,46.31529,13.12074,RW-Corsi dacqua
PN,Budoia,12/02/2013 12:00:00 AM,Temperatura acqua,6.3,46.07394,12.51063,RW-Corsi dacqua
PN,San Vito al Tagliamento,05/04/2010 12:00:00 AM,Temperatura acqua,14.5,45.90297,12.84996,RW-Corsi dacqua
UD,Fiumicello,01/10/2006 12:00:00 AM,Fosfati,0.020,45.80293,13.43118,RW-Corsi dacqua
GO,Sagrado,05/21/2020 12:00:00 AM,Conducibilità elettrica a 20°C,224,45.88935,13.51405,RW-Corsi dacqua
GO,Gorizia,05/19/2011 12:00:00 AM,pH,8.3,45.91271,13.56315,RW-Corsi dacqua
UD,Forni Avoltri,11/11/2009 12:00:00 AM,Conducibilità elettrica a 20°C,561,46.59172,12.77511,RW-Corsi dacqua
UD,Pontebba,10/08/2013 12:00:00 AM,Temperatura acqua,9.3,46.51493,13.30074,RW-Corsi dacqua
UD,Bertiolo,03/07/2019 12:00:00 AM,pH,7.8,45.90231,13.05159,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,10/18/2010 12:00:00 AM,Fosfati,0.015,45.61509,13.88149,RW-Corsi dacqua
UD,San Giovanni al Natisone,12/20/2016 12:00:00 AM,Conducibilità elettrica a 20°C,382,45.97011,13.43848,RW-Corsi dacqua
UD,Tarvisio,08/07/2013 12:00:00 AM,Fosfati,0.153,46.42042,13.56553,LW-Laghi e invasi
TS,Duino-Aurisina,11/22/2010 12:00:00 AM,Temperatura acqua,12.1,45.78741,13.59086,RW-Corsi dacqua
UD,Carlino,09/18/2006 12:00:00 AM,pH,7.8,45.80499,13.19179,RW-Corsi dacqua
PN,Barcis,05/09/2011 12:00:00 AM,Temperatura acqua,11.8,46.18963,12.58644,RW-Corsi dacqua
PN,Brugnera,08/21/2013 12:00:00 AM,pH,8,45.88531,12.52631,RW-Corsi dacqua
UD,Comeglians,06/19/2012 12:00:00 AM,Conducibilità elettrica a 20°C,295,46.52203,12.91395,RW-Corsi dacqua
UD,Magnano in Riviera,05/27/2020 12:00:00 AM,pH,8.2,46.22274,13.20041,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,03/25/2014 12:00:00 AM,Temperatura acqua,9.6,45.61509,13.88149,RW-Corsi dacqua
UD,Cavazzo Carnico,12/22/2011 12:00:00 AM,Conducibilità elettrica a 20°C,251,46.34395,13.07128,RW-Corsi dacqua
GO,Dolegna del Collio,11/08/2016 12:00:00 AM,Conducibilità elettrica a 20°C,427,46.00092,13.46835,RW-Corsi dacqua
UD,Forni di Sopra,05/11/2009 12:00:00 AM,Fosfati,6.7,46.42353,12.581,RW-Corsi dacqua
UD,Reana del Rojale,04/07/2011 12:00:00 AM,Fosfati,0.015,46.16601,13.25755,RW-Corsi dacqua
UD,Rivignano Teor,05/07/2019 12:00:00 AM,Fosfati,0.05,45.88776,13.06683,RW-Corsi dacqua
PN,Caneva,03/28/2019 12:00:00 AM,Conducibilità elettrica a 20°C,254,46.01109,12.47573,RW-Corsi dacqua
PN,San Vito al Tagliamento,05/12/2011 12:00:00 AM,Temperatura acqua,15.8,45.91607,12.84374,RW-Corsi dacqua
UD,Ampezzo,11/17/2009 12:00:00 AM,Fosfati,0.015,46.41852,12.80086,RW-Corsi dacqua
UD,Latisana,05/30/2018 12:00:00 AM,Temperatura acqua,18.5,45.77247,12.99656,RW-Corsi dacqua
UD,Tarvisio,09/03/2012 12:00:00 AM,Conducibilità elettrica a 20°C,230,46.48161,13.67274,LW-Laghi e invasi
UD,Manzano,10/28/2014 12:00:00 AM,Fosfati,0.167,45.96976,13.35114,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,12/05/2006 12:00:00 AM,pH,7.9,45.61085,13.8568,RW-Corsi dacqua
PN,Sesto al Reghena,01/20/2011 12:00:00 AM,Conducibilità elettrica a 20°C,487,45.8651,12.86092,RW-Corsi dacqua
UD,Faedis,10/06/2014 12:00:00 AM,pH,8.4,46.16851,13.36473,RW-Corsi dacqua
UD,Ragogna,09/07/2017 12:00:00 AM,Temperatura acqua,15.6,46.17658,12.95722,RW-Corsi dacqua
PN,Pordenone,03/24/2011 12:00:00 AM,Conducibilità elettrica a 20°C,284,45.90234,12.61639,RW-Corsi dacqua
PN,Brugnera,05/28/2012 12:00:00 AM,Fosfati,0.6,45.87816,12.55166,RW-Corsi dacqua
UD,Paluzza,11/14/2007 12:00:00 AM,Conducibilità elettrica a 20°C,260,46.5855,12.9958,RW-Corsi dacqua
PN,Pordenone,11/25/2015 12:00:00 AM,pH,7.8,45.95123,12.65783,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,04/06/2010 12:00:00 AM,Conducibilità elettrica a 20°C,430,45.61085,13.8568,RW-Corsi dacqua
UD,Trasaghis,09/01/2011 12:00:00 AM,Fosfati,0.015,46.3171,13.04634,RW-Corsi dacqua
UD,Gemona del Friuli,04/11/2007 12:00:00 AM,pH,8.2,46.24736,13.12549,RW-Corsi dacqua
UD,Buja,04/17/2013 12:00:00 AM,Conducibilità elettrica a 20°C,392,46.20791,13.0891,RW-Corsi dacqua
UD,Tarvisio,09/03/2012 12:00:00 AM,pH,8.2,46.48161,13.67274,LW-Laghi e invasi
UD,Ampezzo,02/09/2010 12:00:00 AM,pH,7.9,46.41852,12.80086,RW-Corsi dacqua
GO,Dolegna del Collio,10/07/2014 12:00:00 AM,Conducibilità elettrica a 20°C,474,46.00092,13.46835,RW-Corsi dacqua
PN,Porcia,03/14/2018 12:00:00 AM,pH,8.3,45.96367,12.62737,RW-Corsi dacqua
UD,Treppo Grande,06/30/2014 12:00:00 AM,Fosfati,0.158,46.17088,13.15865,RW-Corsi dacqua
UD,Precenicco,01/23/2008 12:00:00 AM,Fosfati,0.214,45.78316,13.07991,RW-Corsi dacqua
UD,San Daniele del Friuli,05/21/2019 12:00:00 AM,pH,7.8,46.2099,13.02744,RW-Corsi dacqua
PN,Budoia,05/10/2012 12:00:00 AM,pH,7.9,46.03678,12.5647,RW-Corsi dacqua
UD,Varmo,09/05/2013 12:00:00 AM,Conducibilità elettrica a 20°C,480,45.86671,12.98249,RW-Corsi dacqua
UD,Bordano,12/18/2014 12:00:00 AM,pH,8.1,46.31529,13.12074,RW-Corsi dacqua
GO,Savogna d'Isonzo,03/18/2010 12:00:00 AM,Temperatura acqua,9,45.88979,13.58755,RW-Corsi dacqua
PN,Pordenone,03/31/2010 12:00:00 AM,pH,7.7,45.91421,12.62248,RW-Corsi dacqua
UD,Ragogna,11/07/2016 12:00:00 AM,pH,7.7,46.17663,13.00322,LW-Laghi e invasi
UD,Ovaro,02/21/2012 12:00:00 AM,Fosfati,0.015,46.47857,12.86376,RW-Corsi dacqua
TS,Muggia,05/21/2014 12:00:00 AM,pH,8.6,45.58752,13.81634,RW-Corsi dacqua
UD,San Giorgio di Nogaro,08/26/2009 12:00:00 AM,Fosfati,0.105,45.8322,13.21547,RW-Corsi dacqua
UD,Amaro,06/19/2006 12:00:00 AM,Conducibilità elettrica a 20°C,740,46.37348,13.05836,RW-Corsi dacqua
PN,Azzano Decimo,04/08/2010 12:00:00 AM,Fosfati,0.18,45.87169,12.68966,RW-Corsi dacqua
PN,Chions,10/22/2012 12:00:00 AM,Conducibilità elettrica a 20°C,416,45.88149,12.78513,RW-Corsi dacqua
PN,Clauzetto,11/15/2010 12:00:00 AM,Fosfati,0.2,46.2153,12.89639,RW-Corsi dacqua
UD,Tarvisio,11/30/2016 12:00:00 AM,Temperatura acqua,4,46.47608,13.66806,LW-Laghi e invasi
UD,Codroipo,04/13/2010 12:00:00 AM,Fosfati,0.070,45.94387,12.99152,RW-Corsi dacqua
UD,Forni di Sopra,10/07/2009 12:00:00 AM,pH,8,46.4294,12.54593,RW-Corsi dacqua
UD,San Daniele del Friuli,03/12/2008 12:00:00 AM,Temperatura acqua,9.6,46.2099,13.02744,RW-Corsi dacqua
UD,Villa Santina,07/24/2014 12:00:00 AM,Conducibilità elettrica a 20°C,691,46.41481,12.90662,RW-Corsi dacqua
UD,Buja,04/14/2011 12:00:00 AM,Fosfati,0.049,46.22818,13.10884,RW-Corsi dacqua
UD,Moggio Udinese,04/16/2014 12:00:00 AM,Fosfati,0.05,46.40636,13.19897,RW-Corsi dacqua
TS,Duino-Aurisina,10/05/2009 12:00:00 AM,pH,7.4,45.78741,13.59086,RW-Corsi dacqua
UD,Cavazzo Carnico,09/14/2006 12:00:00 AM,pH,7.9,46.37348,13.05836,RW-Corsi dacqua
TS,Duino-Aurisina,04/07/2008 12:00:00 AM,Fosfati,0.054,45.78741,13.59086,RW-Corsi dacqua
PN,Montereale Valcellina,07/26/2017 12:00:00 AM,Fosfati,0.06,46.16759,12.65087,LW-Laghi e invasi
PN,Sacile,10/14/2010 12:00:00 AM,Temperatura acqua,11.9,45.92754,12.51482,RW-Corsi dacqua
PN,Zoppola,01/24/2013 12:00:00 AM,Temperatura acqua,8.7,45.98063,12.7816,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,11/25/2008 12:00:00 AM,pH,7.8,45.61085,13.8568,RW-Corsi dacqua
TS,Duino-Aurisina,05/05/2009 12:00:00 AM,Conducibilità elettrica a 20°C,390,45.78741,13.59086,RW-Corsi dacqua
UD,Dignano,06/08/2017 12:00:00 AM,pH,8.2,46.08548,12.92779,RW-Corsi dacqua
UD,San Daniele del Friuli,04/13/2017 12:00:00 AM,pH,7.8,46.2099,13.02744,RW-Corsi dacqua
UD,San Daniele del Friuli,03/12/2008 12:00:00 AM,pH,7.9,46.2099,13.02744,RW-Corsi dacqua
GO,Gorizia,12/04/2013 12:00:00 AM,Fosfati,0.1716,45.91271,13.56315,RW-Corsi dacqua
UD,Precenicco,07/16/2008 12:00:00 AM,Fosfati,0.153,45.78316,13.07991,RW-Corsi dacqua
UD,Forni Avoltri,06/11/2018 12:00:00 AM,pH,8.2,46.57999,12.78679,RW-Corsi dacqua
UD,Cavazzo Carnico,09/14/2010 12:00:00 AM,Temperatura acqua,14.7,46.37348,13.05836,RW-Corsi dacqua
GO,Gorizia,01/25/2018 12:00:00 AM,Conducibilità elettrica a 20°C,258,45.91271,13.56315,RW-Corsi dacqua
UD,Comeglians,08/03/2017 12:00:00 AM,Fosfati,0.066,46.51994,12.8833,RW-Corsi dacqua
UD,Castions di Strada,03/14/2012 12:00:00 AM,pH,8.2,45.86879,13.1655,RW-Corsi dacqua
UD,Pulfero,08/19/2008 12:00:00 AM,Fosfati,0.092,46.20189,13.46946,RW-Corsi dacqua
UD,Cervignano del Friuli,03/20/2019 12:00:00 AM,pH,8,45.82813,13.30712,RW-Corsi dacqua
PN,Zoppola,03/04/2015 12:00:00 AM,pH,7.8,45.96505,12.73086,RW-Corsi dacqua
PN,Cordenons,06/14/2018 12:00:00 AM,pH,7.9,45.97152,12.72579,RW-Corsi dacqua
UD,Dignano,04/10/2017 12:00:00 AM,pH,8.2,46.08548,12.92779,RW-Corsi dacqua
UD,Moggio Udinese,09/05/2013 12:00:00 AM,Temperatura acqua,16.4,46.44513,13.19093,RW-Corsi dacqua
PN,Azzano Decimo,07/07/2010 12:00:00 AM,Temperatura acqua,20.2,45.82945,12.67557,RW-Corsi dacqua
TS,Duino-Aurisina,08/26/2014 12:00:00 AM,Fosfati,0.0797,45.78741,13.59086,RW-Corsi dacqua
PN,Erto e Casso,01/18/2011 12:00:00 AM,Fosfati,0.2,46.26104,12.36547,RW-Corsi dacqua
